,exchangeId_x,feesNative,feesUSD,liquidityTotalNative,liquidityTotalUSD,volumeTotalUSD,volumeTotalNative,pairsTradedTotal,tradesTotal,timestamp_x,index,type,timestamp_y,open,high,low,close,volume,quoteVolume,trades,exchangeId_y,pairAddress,baseAddress,quoteAddress
0,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,28.660231940837367,28.67300376959685,3409351.971771959,6817156.699312906,9557.66792319895,9553.410646945793,1,26,2022-12-01,2022-12-01,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-01,0.9976443941051916,1.0044879536534177,0.99591282,0.99591282,9553.410646945793,9538.98019092682,26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
1,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,119.22549281728686,119.44880727436068,3405089.025421645,6820391.458017517,39816.26909145356,39741.83093909561,1,44,2022-12-02,2022-12-02,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-02,1.003973659254338,1.0055058310446598,0.9939743747288406,1.00442389432853,39741.83093909561,39820.10008422554,44,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
2,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,11.657103642400449,11.656721131064726,3405529.8073223103,6815215.045592031,3885.5737103549086,3885.701214133483,1,19,2022-12-03,2022-12-03,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-03,0.9984210774433028,1.0048149788145868,0.9980524127040886,0.9981901642445709,3885.701214133483,3885.194745237903,19,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
3,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,31.50606974234336,31.49655124904164,3408639.8235729504,6815282.847028403,10498.850416347212,10502.023247447783,1,24,2022-12-04,2022-12-04,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-04,1.0042187990298328,1.0042187990298328,0.9958570549126228,1.0022919707450484,10502.023247447783,10519.316466298204,24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
4,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,18.49925045893132,18.528704730538152,3407274.350774844,6820854.055533334,6176.234910179383,6166.416819643773,1,23,2022-12-05,2022-12-05,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-05,1.00237005112092,1.0036329632946164,0.9963660384615384,1.0031614174331536,6166.416819643773,6174.942615929157,23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
5,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,19.35728116470965,19.35250541695603,3407518.4548394494,6814379.490913728,6450.835138985344,6452.427054903217,1,21,2022-12-06,2022-12-06,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-06,1.0032758198590297,1.0040645229704157,0.99705817,0.99705817,6452.427054903217,6454.776839827999,21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
6,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,287.9600316411604,287.9897250897606,3411944.372996557,6813455.251213814,95996.5750299202,95986.67721372012,1,32,2022-12-07,2022-12-07,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-07,1.0030395867659525,1.0030395867659525,0.9867399224230048,1.00048441013012,95986.67721372012,95825.98366375016,32,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
7,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,39.12043291450105,39.141965997366455,3408858.966009061,6816958.276740927,13047.32199912215,13040.144304833684,1,42,2022-12-08,2022-12-08,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-08,1.0006049527048857,1.002315860002448,0.9946129564668612,1.002315860002448,13040.144304833684,13039.654090524731,42,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
8,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,24.1597127148293,24.16141078937069,3406344.1815206558,6814651.1254958855,8053.803596456898,8053.237571609767,1,28,2022-12-09,2022-12-09,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-09,1.002411496935791,1.004406426173733,0.9961885545063646,1.003826475518673,8053.237571609767,8066.994420336841,28,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
9,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,685.326941294033,685.1898759057741,3405059.5687976745,6815915.051437398,228396.6253019247,228442.31376467764,1,42,2022-12-10,2022-12-10,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-10,0.9977123490972252,1.0432446734746808,0.997688353498696,0.9987765597973456,228442.31376467764,230579.50216848447,42,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
10,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,11.344906567016048,11.34402323797531,3407897.988636045,6817112.531354847,3781.3410793251032,3781.635522338682,1,35,2022-12-11,2022-12-11,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-11,0.9986024743480472,1.0037950028263094,0.9972083860662766,0.9972083860662766,3781.635522338682,3778.6236853421055,35,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
11,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,12.19435101148354,12.19514092697616,3408540.7592713893,6816163.462894858,4065.04697565872,4064.783670494513,1,21,2022-12-12,2022-12-12,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-12,0.997108198056938,1.0034247550314748,0.9968144806020092,0.9970001920695268,4064.783670494513,4059.039750866892,21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
12,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,207.12755844870264,207.0264488842189,3405196.456596189,6807144.53785203,69008.81629473962,69042.51948290087,1,43,2022-12-13,2022-12-13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-13,1.0027777443900556,1.0070893098159734,0.9936244260170422,0.99877612,69042.51948290087,69081.65969104608,43,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,21.96262787931776,21.971285794830266,3408703.119616311,6818247.548891097,7323.761931610088,7320.875959772584,1,24,2022-12-14,2022-12-14,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-14,1.0047826097496944,1.0054012940834152,0.9970465383105266,0.9970465383105266,7320.875959772584,7328.70377061941,24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
14,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,15.508792690372838,15.519290181525433,3408249.6982131256,6819079.25845221,5173.096727175144,5169.5975634576125,1,23,2022-12-15,2022-12-15,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-15,0.9966650602536984,1.0033729232078827,0.9965137818181818,1.0029927150726987,5169.5975634576125,5169.008850142608,23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
15,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,57.1318809065245,57.13321681865594,3407037.30636647,6816758.43618363,19044.405606218646,19043.96030217484,1,33,2022-12-16,2022-12-16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-16,0.9969773333599348,1.0050964534184366,0.9966092509457756,1.0035342939094714,19043.96030217484,19054.51699607668,33,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,95.96660120430104,95.96614735905062,3407272.153542612,6817227.960251642,31988.715786350207,31988.86706810035,1,56,2022-12-17,2022-12-17,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-17,1.0038115812114867,1.0050802470251357,0.9966687819737312,1.0034999751835498,31988.86706810035,32061.326533531534,56,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
17,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,72.7943427642989,72.78133223780132,3404056.297807389,6817106.557393056,24260.444079267105,24264.780921432968,1,44,2022-12-18,2022-12-18,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-18,1.0037306681099505,1.005913269466285,0.997777164526098,0.9995147227182648,24264.780921432968,24306.85498887828,44,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
18,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,45.76989461594935,45.76072104166289,3410539.9056842425,6816885.246558456,15253.573680554297,15256.631538649784,1,31,2022-12-19,2022-12-19,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-19,0.999398443758657,1.004801465409738,0.9951303501436788,0.9958391924990382,15256.631538649784,15238.207065187897,31,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
19,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,13.477924064865512,13.472865350676434,3408496.6828118046,6816223.621422684,4490.955116892144,4492.641354955171,1,29,2022-12-20,2022-12-20,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-20,1.001741067568268,1.0031506329036273,0.9956864533330386,1.0031506329036273,4492.641354955171,4496.829380297842,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
20,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,40.79988320556109,40.79040780503087,3409145.290778377,6816922.292391809,13596.802601676956,13599.961068520362,1,39,2022-12-21,2022-12-21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-21,0.9969086913712274,1.0039559798254658,0.9960744459216284,1.0024882923536236,13599.961068520362,13598.014266297923,39,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
21,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,15.975321510798793,15.967626839411857,3411055.292375737,6814836.424185524,5322.542279803952,5325.107170266264,1,27,2022-12-22,2022-12-22,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-22,1.0026475984686312,1.0026475984686312,0.9955222020772015,0.9958132956776105,5325.107170266264,5320.621692302752,27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
22,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,25.914612919890075,25.90310059942421,3411133.2186227865,6815052.15175489,8634.366866474737,8638.204306630025,1,53,2022-12-23,2022-12-23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-23,1.001444191867645,1.0023455344037802,0.99514236,0.995420974260346,8638.204306630025,8626.009452421591,53,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
23,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,10.84921874843244,10.837691933208742,3409362.2540749395,6814220.402887441,3612.563977736247,3616.40624947748,1,29,2022-12-24,2022-12-24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-24,1.0014118476558185,1.0023969363641585,0.9957257931731812,1.0023969363641585,3616.40624947748,3618.152533902388,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
24,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,11.007366568338208,11.004213946644809,3409182.661086776,6815752.254559323,3668.0713155482695,3669.1221894460687,1,16,2022-12-25,2022-12-25,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-25,0.9964351734725344,1.0031349698591436,0.9961397326607818,0.9965641991300142,3669.1221894460687,3662.0353488455376,16,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
25,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,4.22361920603335,4.222398906764353,3409331.8116643806,6816797.939374479,1407.466302254784,1407.873068677783,1,13,2022-12-26,2022-12-26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-26,0.9965407420345368,1.0025395310878815,0.9962079833160956,1.0024674754220708,1407.873068677783,1407.0831575096895,13,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,129.49168573527854,129.30902699873056,3403246.234064315,6812646.47705421,43103.00899957685,43163.89524509284,1,40,2022-12-27,2022-12-27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-27,0.9957240878307728,1.0059030562544304,0.9940633036613752,1.0005461751760818,43163.89524509284,43123.28474160932,38,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
27,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,25.28155911383492,25.27283151836308,3410427.6828946588,6816154.351855369,8424.277172787692,8427.186371278305,1,26,2022-12-28,2022-12-28,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-28,1.0000590507619749,1.004243400024109,0.9963486576662944,1.0020996550044428,8427.186371278305,8432.981670356789,26,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
28,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,32.26602852816484,32.258030688026224,3413835.6526893154,6817091.355802968,10752.67689600874,10755.342842721611,1,41,2022-12-29,2022-12-29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-29,0.996107386460454,1.0033768378930032,0.9942652350081012,1.0001078459775272,10755.342842721611,10738.82614595754,41,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,32.05737691193994,32.048057053797955,3405208.955134386,6815459.767091946,10682.68568459932,10685.79230397998,1,29,2022-12-30,2022-12-30,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,2022-12-30,1.0001793066089617,1.005124708614932,0.9951940933396128,1.005124708614932,10685.79230397998,10700.813368112991,29,0x5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,0x6b175474e89094c44da98b954eedeac495271d0f,0xdac17f958d2ee523a2206206994597c13d831ec7
